"","subject","demog_question","demog_response","country"
"5883","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","englishlanguage","Có","VN"
"5884","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","lang_sp_en","6","VN"
"5885","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","lang_ud_en","8","VN"
"5886","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","chineselanguage","Không","VN"
"5887","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","objectiveses","Có kinh nghiệm học cao học","VN"
"5888","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","subjectiveses","6","VN"
"5889","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","age","29","VN"
"5890","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","gender","Nữ","VN"
"5891","bc00611fe1658b735afa6c58581829c0b5124ef0bee4f82ee72e2a517d96287f","ethnic","Dân tộc Kinh","VN"
"5892","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","country_born","Đúng","VN"
"5893","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","current_in","Đúng","VN"
"5894","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","state_grewup","Hậu Giang","VN"
"5895","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","abroadexp","Không","VN"
"5896","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","overseaexpnum","Chưa lần nào","VN"
"5897","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","oversea_exp_regions",NA,"VN"
"5898","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","firstlanguage","Có","VN"
"5899","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","monolingual","Đúng, tôi có thể nói và hiểu nhiều ngôn ngữ.","VN"
"5900","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","englishlanguage","Có","VN"
"5901","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","lang_sp_en","7","VN"
"5902","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","lang_ud_en","7","VN"
"5903","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","chineselanguage","Không","VN"
"5904","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","objectiveses","Một hoặc nhiều năm học Đại học, chưa tốt nghiệp","VN"
"5905","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","subjectiveses","7","VN"
"5906","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","age","20","VN"
"5907","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","gender","Từ chối trả lời","VN"
"5908","bc420b63c8c5100fcf0fb56b29636f5cc06c941e95531627e5aa4535ce471604","ethnic","Dân tộc Kinh","VN"
"5909","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","country_born","Đúng","VN"
"5910","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","current_in","Đúng","VN"
"5911","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","state_grewup","Gia Lai","VN"
"5912","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","abroadexp","Không","VN"
"5913","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","overseaexpnum","Chưa lần nào","VN"
"5914","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","oversea_exp_regions",NA,"VN"
"5915","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","firstlanguage","Có","VN"
"5916","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","monolingual","Không, tôi chỉ nói và hiểu được tiếng Việt.","VN"
"5917","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","englishlanguage","Có","VN"
"5918","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","lang_sp_en","2","VN"
"5919","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","lang_ud_en","2","VN"
"5920","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","chineselanguage","Không","VN"
"5921","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","objectiveses","Một hoặc nhiều năm học Đại học, chưa tốt nghiệp","VN"
"5922","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","subjectiveses","5","VN"
"5923","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","age","22","VN"
"5924","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","gender","Nữ","VN"
"5925","be454ee64b160c9b176580d1257269902ff5275f9cb0cfe59425f08f7985772f","ethnic","Dân tộc Kinh","VN"
"5926","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","country_born","Đúng","VN"
"5927","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","current_in","Đúng","VN"
"5928","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","state_grewup","Ninh Thuận","VN"
"5929","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","abroadexp","Không","VN"
"5930","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","overseaexpnum","Chưa lần nào","VN"
"5931","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","oversea_exp_regions",NA,"VN"
"5932","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","firstlanguage","Có","VN"
"5933","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","monolingual","Đúng, tôi có thể nói và hiểu nhiều ngôn ngữ.","VN"
"5934","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","englishlanguage","Có","VN"
"5935","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","lang_sp_en","6","VN"
"5936","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","lang_ud_en","6","VN"
"5937","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","chineselanguage","Không","VN"
"5938","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","objectiveses","Một hoặc nhiều năm học Đại học, chưa tốt nghiệp","VN"
"5939","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","subjectiveses","5","VN"
"5940","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","age","18","VN"
"5941","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","gender","Nam","VN"
"5942","be9f092cf09fd0897628148e11023bc0f577ee91bea3b148e24934638a6d75b7","ethnic","Dân tộc Kinh","VN"
"5943","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","country_born","Đúng","VN"
"5944","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","current_in","Đúng","VN"
"5945","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","state_grewup","Thành phố Hồ Chí Minh","VN"
"5946","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","abroadexp","Không","VN"
"5947","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","overseaexpnum","2 lần","VN"
"5948","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","oversea_exp_regions",NA,"VN"
"5949","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","firstlanguage","Có","VN"
"5950","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","monolingual","Đúng, tôi có thể nói và hiểu nhiều ngôn ngữ.","VN"
"5951","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","englishlanguage","Có","VN"
"5952","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","lang_sp_en","7","VN"
"5953","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","lang_ud_en","9","VN"
"5954","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","chineselanguage","Có","VN"
"5955","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","lang_sp_zh","0","VN"
"5956","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","lang_ud_zh","1","VN"
"5957","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","objectiveses","Tốt nghiệp Trung học Phổ thông","VN"
"5958","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","subjectiveses","7","VN"
"5959","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","age","18","VN"
"5960","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","gender","Nữ","VN"
"5961","c410ebd7610e13ab5b89b789b91f4f6a4a29ee08b8270c4116c792048ce7933a","ethnic","Dân tộc Kinh","VN"
"5962","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","country_born","Đúng","VN"
"5963","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","current_in","Đúng","VN"
"5964","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","state_grewup","Thành phố Hồ Chí Minh","VN"
"5965","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","abroadexp","Không","VN"
"5966","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","overseaexpnum","Chưa lần nào","VN"
"5967","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","oversea_exp_regions",NA,"VN"
"5968","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","firstlanguage","Có","VN"
"5969","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","monolingual","Không, tôi chỉ nói và hiểu được tiếng Việt.","VN"
"5970","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","englishlanguage","Có","VN"
"5971","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","lang_sp_en","6","VN"
"5972","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","lang_ud_en","5","VN"
"5973","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","chineselanguage","Không","VN"
"5974","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","objectiveses","Một hoặc nhiều năm học Đại học, chưa tốt nghiệp","VN"
"5975","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","subjectiveses","5","VN"
"5976","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","age","20","VN"
"5977","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","gender","Nam","VN"
"5978","c523ae216d0b0f35d3d3682b9288c6c0707dcf9c28d339b05cfa3e1844be0fbf","ethnic","Một trong những dân tộc thiểu số ở Việt Nam (ví dụ: Tày, Thái, Mường, Hoa,...)","VN"
"5979","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","country_born","Đúng","VN"
"5980","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","current_in","Đúng","VN"
"5981","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","state_grewup","Thành phố Hồ Chí Minh","VN"
"5982","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","abroadexp","Không","VN"
"5983","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","overseaexpnum","2 lần","VN"
"5984","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","oversea_exp_regions",NA,"VN"
"5985","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","firstlanguage","Có","VN"
"5986","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","monolingual","Không, tôi chỉ nói và hiểu được tiếng Việt.","VN"
"5987","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","englishlanguage","Có","VN"
"5988","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","lang_sp_en","5","VN"
"5989","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","lang_ud_en","5","VN"
"5990","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","chineselanguage","Không","VN"
"5991","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","objectiveses","Tốt nghiệp Đại học","VN"
"5992","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","subjectiveses","8","VN"
"5993","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","age","27","VN"
"5994","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","gender","Nam","VN"
"5995","c54481e0f423e69836379862cbfc8381a8ec81ccbc0efc46ff60694d18ffb8ce","ethnic","Dân tộc Kinh","VN"
"5996","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","country_born","Đúng","VN"
"5997","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","current_in","Đúng","VN"
"5998","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","state_grewup","Tây Ninh","VN"
"5999","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","abroadexp","Không","VN"
"6000","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","overseaexpnum","Chưa lần nào","VN"
"6001","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","oversea_exp_regions",NA,"VN"
"6002","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","firstlanguage","Có","VN"
"6003","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","monolingual","Không, tôi chỉ nói và hiểu được tiếng Việt.","VN"
"6004","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","englishlanguage","Có","VN"
"6005","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","lang_sp_en","5","VN"
"6006","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","lang_ud_en","4","VN"
"6007","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","chineselanguage","Không","VN"
"6008","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","objectiveses","Một hoặc nhiều năm học Đại học, chưa tốt nghiệp","VN"
"6009","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","subjectiveses","6","VN"
"6010","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","age","18","VN"
"6011","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","gender","Nam","VN"
"6012","c585d293efec51a959f0a024e8c4703345c305fc45fbb629af6ee42d500faa5b","ethnic","Dân tộc Kinh","VN"
"6013","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","country_born","Đúng","VN"
"6014","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","current_in","Đúng","VN"
"6015","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","state_grewup","Thành phố Hồ Chí Minh","VN"
"6016","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","abroadexp","Không","VN"
"6017","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","overseaexpnum","1 lần","VN"
"6018","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","oversea_exp_regions",NA,"VN"
"6019","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","firstlanguage","Có","VN"
"6020","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","monolingual","Không, tôi chỉ nói và hiểu được tiếng Việt.","VN"
"6021","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","englishlanguage","Có","VN"
"6022","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","lang_sp_en","6","VN"
"6023","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","lang_ud_en","7","VN"
"6024","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","chineselanguage","Không","VN"
"6025","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","objectiveses","Có kinh nghiệm học cao học","VN"
"6026","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","subjectiveses","7","VN"
"6027","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","age","30","VN"
"6028","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","gender","Nữ","VN"
"6029","c5879c2342eb7c8b2e442f0d97c031fee87a9d236bb28ee20db9c2b28497d857","ethnic","Dân tộc Kinh","VN"
"6030","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","country_born","Đúng","VN"
"6031","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","current_in","Đúng","VN"
"6032","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","state_grewup","Thành phố Hồ Chí Minh","VN"
"6033","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","abroadexp","Không","VN"
"6034","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","overseaexpnum","Chưa lần nào","VN"
"6035","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","oversea_exp_regions",NA,"VN"
"6036","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","firstlanguage","Có","VN"
"6037","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","monolingual","Đúng, tôi có thể nói và hiểu nhiều ngôn ngữ.","VN"
"6038","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","englishlanguage","Có","VN"
"6039","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","lang_sp_en","5","VN"
"6040","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","lang_ud_en","5","VN"
"6041","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","chineselanguage","Không","VN"
"6042","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","objectiveses",NA,"VN"
"6043","c6ffe9aa4da2fc4d5b8d80df9d6c0e056fe8eb640569e147b8a7463512b6c56f","subjectiveses",NA,"VN"
"6044","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","country_born","Đúng","VN"
"6045","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","current_in","Đúng","VN"
"6046","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","state_grewup","Thành phố Hồ Chí Minh","VN"
"6047","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","abroadexp","Không","VN"
"6048","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","overseaexpnum","1 lần","VN"
"6049","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","oversea_exp_regions",NA,"VN"
"6050","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","firstlanguage","Có","VN"
"6051","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","monolingual","Đúng, tôi có thể nói và hiểu nhiều ngôn ngữ.","VN"
"6052","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","englishlanguage","Có","VN"
"6053","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","lang_sp_en","6","VN"
"6054","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","lang_ud_en","8","VN"
"6055","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","chineselanguage","Không","VN"
"6056","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","objectiveses","Một hoặc nhiều năm học Đại học, chưa tốt nghiệp","VN"
"6057","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","subjectiveses","6","VN"
"6058","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","age","19","VN"
"6059","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","gender","Nữ","VN"
"6060","c7304682e7965d22b498b82c0368387a915e4f5436e7f2fb853a7d500979c9f7","ethnic","Dân tộc Kinh","VN"
"6061","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","country_born","Đúng","VN"
"6062","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","current_in","Đúng","VN"
"6063","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","state_grewup","Thành phố Hồ Chí Minh","VN"
"6064","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","abroadexp","Không","VN"
"6065","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","overseaexpnum","Chưa lần nào","VN"
"6066","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","oversea_exp_regions",NA,"VN"
"6067","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","firstlanguage","Có","VN"
"6068","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","monolingual","Không, tôi chỉ nói và hiểu được tiếng Việt.","VN"
"6069","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","englishlanguage","Không","VN"
"6070","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","chineselanguage","Không","VN"
"6071","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","objectiveses","Lớp 9 / Trung học Cơ sở trở xuống","VN"
"6072","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","subjectiveses","6","VN"
"6073","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","age","48","VN"
"6074","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","gender","Nữ","VN"
"6075","ca02af9f339146391390820f93efa4497bea101f53027d00ec399dc6c92aca43","ethnic","Dân tộc Kinh","VN"
"6076","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","country_born","Đúng","VN"
"6077","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","current_in","Đúng","VN"
"6078","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","state_grewup","Thành phố Hồ Chí Minh","VN"
"6079","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","abroadexp","Không","VN"
"6080","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","overseaexpnum","1 lần","VN"
"6081","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","oversea_exp_regions",NA,"VN"
"6082","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","firstlanguage","Có","VN"
"6083","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","monolingual","Đúng, tôi có thể nói và hiểu nhiều ngôn ngữ.","VN"
"6084","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","englishlanguage","Có","VN"
"6085","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","lang_sp_en","7","VN"
"6086","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","lang_ud_en","9","VN"
"6087","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","chineselanguage","Không","VN"
"6088","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","objectiveses","Tốt nghiệp Đại học","VN"
"6089","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","subjectiveses","6","VN"
"6090","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","age","25","VN"
"6091","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","gender","Nữ","VN"
"6092","cafc002c51b030ceacf9c220fc793e8a8575ab05c04c3383e847fd5306c3b33c","ethnic","Dân tộc Kinh","VN"
"6093","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","country_born","Đúng","VN"
"6094","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","current_in","Đúng","VN"
"6095","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","state_grewup","Thành phố Hồ Chí Minh","VN"
"6096","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","abroadexp","Không","VN"
"6097","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","overseaexpnum","Chưa lần nào","VN"
"6098","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","oversea_exp_regions",NA,"VN"
"6099","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","firstlanguage","Có","VN"
"6100","cb62e41d50721e31cc6738bb6c48337794e306dbebeace33cdb7379516ebf21c","monolingual","Đúng, tôi có thể nói và hiểu nhiều ngôn ngữ.","VN"
